tema,articulo,contenido
código de trabajo costa rica,ARTICULO 596.-,"Tanto en el caso de la apelación como en el de casación, si resultara procedente 
el recurso por el fondo, al emitirse el pronunciamiento que corresponda, deberán atenderse las 
defensas de la parte contraria al recurrente, así como sus impugnaciones reservadas con efectos 
eventuales, omitidas o preteridas en la resolución recurrida, cuando por haber resultado victoriosa 
esa parte no hubiera podido interponerlas o reiterarlas en el re- curso de casación. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CÓDIGO DE TRABAJO 
 
232 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral”"
código de trabajo costa rica,ARTICULO 597.-,"Los órganos de alzada y de casación, al conocer de los agravios esgrimidos en los 
recursos, se ajustarán a la materialidad de los elementos probatorios incorporados al expediente y, 
racionalmente, a los límites del principio de inmediación. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 598.-,"En cualquier caso en que se anule una sentencia, la audiencia se repetirá siempre 
con la intervención de otra persona como juzgadora. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 599.-,"Los efectos de la apelación, la apelación adhesiva y la apelación por inadmisión 
se regirán por lo dispuesto en la legislación procesal civil.  
El recurso de casación producirá efectos suspensivos. 
Las reglas de la apelación por inadmisión se aplicarán, con la modificación pertinente, al recurso de 
casación. Contra lo resuelto por el tribunal de apelación o el órgano de casación no cabe ulterior 
recurso. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
SECCIÓN IV 
Recurso de casación en interés del ordenamiento jurídico"
código de trabajo costa rica,ARTÍCULO 600.-,"Cabrá el recurso de casación en interés del ordenamiento jurídico, ante la Sala 
Segunda de la Corte, contra sentencias firmes con autoridad de cosa juzgada material no recurribles 
para ante el órgano de casación, cuando se estimen violatorias del ordenamiento jurídico. 
El recurso podrá ser interpuesto, en cualquier momento, por el procurador o la procuradora general 
de la República, el contralor o la contralora general de la República, el defensor o la defensora de 
los habitantes o la Dirección Nacional de Inspección General de Trabajo del Ministerio de Trabajo y 
Seguridad Social, por las confederaciones sindicales debidamente inscritas en el Departamento de 
Organizaciones Sociales del Ministerio de Trabajo y Seguridad Social y por las uniones de cámaras 
empresariales que se acrediten ante el proceso. El escrito respectivo deberá contener las razones 
claras y precisas por las cuales se estima que el ordenamiento ha sido violado, así como indicación 
concreta de las normas jurídicas que se consideran quebrantadas. Del recurso se dará audiencia a 
las confederaciones sindicales y a las uniones de cámaras empresariales, mediante un aviso que se 
publicará en el Boletín Judicial por una única vez. 
CÓDIGO DE TRABAJO 
 
233 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
La sentencia que se dicte no afectará situaciones jurídicas derivadas de la sentencia recurrida, 
tampoco afectará situaciones jurídicas consolidadas. Cuando sea estimatoria se limitará a fijar la 
correcta interpretación y aplicación del ordenamiento jurídico y deberá publicarse en una sección 
especializada del diario oficial La Gaceta, y no implicará responsabilidad para los tribunales que 
hayan resuelto de manera distinta. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
SECCIÓN V 
Revisión"
código de trabajo costa rica,ARTÍCULO 601.-,"Contra las resoluciones de los tribunales de trabajo es procedente la revisión, con 
base en las causales establecidas en la legislación procesal civil, a la cual se ajustará la respectiva 
tramitación y la audiencia se llevará a cabo, cuando sea necesario reproducirla, de la forma prevista 
para el supuesto de la nulidad de la sentencia. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016) 
CAPÍTULO DUODÉCIMO 
Solución de los conflictos jurídicos, individuales o colectivos mediante árbitros 
especializados 
(Adicionado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 602.-,"Podrán someterse a arbitraje todas las controversias jurídicas patrimoniales, 
fundadas en derechos respecto de los cuales las partes tengan plena disposición, y sea posible 
excluir la jurisdicción de los tribunales comunes, derivadas o íntimamente vinculadas a la relación de 
trabajo o empleo, pendientes o no ante dichos tribunales, para cuyo efecto deberá suscribirse un 
compromiso de arbitraje que deberá contener, al menos, la descripción del diferendo jurídico que se 
somete a arbitraje, las especificaciones a que se refieren los incisos a), c), d), e) y g) del artículo 607 
de este Código, así como declaración expresa de las partes de que el objeto del arbitraje está 
constituido por derechos que no tienen el carácter de indisponibles.  
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 603.-,"En cualquier caso, será absolutamente nulo el compromiso arbitral establecido en 
contrato de trabajo individual o en un convenio accesorio a este y que haya sido suscrito como 
condición para la constitución de la relación laboral o para evitar su extinción. Asimismo, será 
absolutamente nulo el compromiso arbitral que verse sobre derechos indisponibles. Se consideran 
CÓDIGO DE TRABAJO 
 
234 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
indisponibles, entre otros que resulten de esa naturaleza, según el ordenamiento, las prestaciones e 
indemnizaciones de seguridad social en beneficio de los trabajadores y las trabajadoras, de sus 
familiares y de las demás personas que conforme a la legislación civil tienen el carácter de herederos, 
salvo que se trate de prestaciones superiores a las previstas en las disposiciones indicadas, nacidas 
de acuerdo, de contrato, de los usos o de la costumbre. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 604.-,"Las sentencias arbitrales solo producirán efectos vinculantes para las partes si se 
dictan en el marco de procesos arbitrales seguidos, de acuerdo con la normativa de este capítulo. 
Tales procesos deberán tramitarse y fallarse de conformidad con los principios propios del derecho 
de trabajo, tanto en materia de derecho de fondo, como en cuanto a los principios del derecho 
procesal, salvo que se trate de relaciones de empleo público, pues entonces se aplicarán los 
principios del derecho de trabajo en cuanto sean compatibles con los principios y fuentes del derecho 
de la función pública. 
Una vez suscrito el compromiso a que se refiere este capítulo, el tribunal arbitral será el único 
competente para conocer del respectivo conflicto. La parte legitimada podrá formular la excepción 
de litispendencia en el caso de que sea planteada demanda sobre el mismo conflicto ante los 
tribunales comunes. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 605.-,"El arbitraje deberá ser de derecho y el tribunal deberá estar integrado, 
exclusivamente, por profesionales en derecho y resolverá las controversias con estricto apego a la 
ley aplicable. 
El tribunal puede ser, a elección de las partes, unipersonal o colegiado y será escogido de una lista 
de por lo menos veinte personas que mantendrá el Ministerio de Trabajo y Seguridad Social. En el 
caso del arbitraje unipersonal, la escogencia la hará, salvo acuerdo de ambas partes, la autoridad 
competente del Ministerio de Trabajo y Seguridad Social o del respectivo centro de arbitraje y, en el 
caso de tribunal colegiado, cada una de las partes designará de dicha lista a una persona y los dos 
designados escogerán a una tercera, quien presidirá el tribunal. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 606.-,"Para ser árbitro o árbitra deben reunirse los requisitos establecidos en la Ley N° 
7727, Ley sobre Resolución Alterna de Conflictos y Promoción de la Paz Social, RAC, de 9 de 
diciembre de 1997, y sus reformas. 
CÓDIGO DE TRABAJO 
 
235 
Incluye las modificaciones de la Ley N° 9343 “Reforma Procesal Laboral” 
La integración de la lista indicada en el artículo anterior se hará mediante concurso público. La 
designación tendrá una vigencia de cinco años y los integrantes podrán ser excluidos si se niegan 
injustificadamente a servir en algún caso concreto. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTÍCULO 607.-,"La solicitud se presentará directamente ante el Departamento de Relaciones de 
Trabajo de la Dirección de Asuntos Laborales del Ministerio de Trabajo y Seguridad Social o a la 
respectiva dependencia regional de este Ministerio, competente por razón del territorio, que 
funcionará como centro de arbitraje, sin perjuicio de lo que se establezca reglamentariamente, y 
contendrá lo siguiente: 
a) El nombre completo, la razón o la denominación social de las partes, la dirección y las demás 
calidades. 
b) Una relación de los hechos en que se basa la solicitud o el conflicto, especificados en forma 
separada. 
c) La petición de que la controversia sea resuelta mediante arbitraje. 
d) El objeto sobre el cual deberán pronunciarse el o los árbitros o las árbitras que conozcan del 
asunto. e) La designación de la persona o de las personas que se proponen como árbitras. 
f) Las pruebas de los hechos que de acuerdo con este Código le corresponda a la parte acreditar. 
g) Señalamiento de oficina o medio para notificaciones. 
Con el requerimiento se acompañará una copia auténtica del compromiso arbitral. 
No es necesario indicar en el compromiso arbitral el derecho aplicable, aunque las partes podrán 
indicar las normas que a su juicio resulten útiles para la solución del asunto. 
Mientras no se cumplan todos esos requisitos, no se le dará curso a la solicitud. 
(Modificado mediante Ley Nº 9343 del 25 de enero del 2016, publicado en el Alcance N° 6, a La 
Gaceta Nº 16 de 25 de enero del 2016)"
código de trabajo costa rica,ARTICULO 608.-,"Los honorarios de los árbitros o las árbitras, salvo pacto en contrario, serán 
cubiertos por las partes de forma igualitaria. 
La fijación de esos honorarios se regirá conforme a la siguiente tabla: 
Un siete coma cinco por ciento (7,5%) sobre el primer millón de colones del monto de la pretensión 
económica; un cinco por ciento (5%) sobre los siguientes dos millones de colones; un dos coma 
cinco por ciento (2,5%) sobre el exceso hasta cinco millones; un uno por ciento (1%) sobre el exceso 
